roll_no,name,math,physics,chemistry,english,cs,economics
GRADSKEY02256,Student_2256,52,60,98,46,82,59
GRADSKEY02257,Student_2257,31,96,73,94,32,76
GRADSKEY02258,Student_2258,51,93,99,38,39,65
GRADSKEY02259,Student_2259,74,78,57,31,36,82
GRADSKEY02260,Student_2260,99,46,63,73,56,70
GRADSKEY02261,Student_2261,96,35,34,55,74,77
GRADSKEY02262,Student_2262,97,67,95,30,58,41
GRADSKEY02263,Student_2263,83,95,58,67,42,83
GRADSKEY02264,Student_2264,77,42,84,84,99,51
GRADSKEY02265,Student_2265,57,57,99,93,80,72
GRADSKEY02266,Student_2266,46,97,68,40,35,55
GRADSKEY02267,Student_2267,82,78,92,69,99,83
GRADSKEY02268,Student_2268,49,75,30,66,77,50
GRADSKEY02269,Student_2269,30,58,74,58,37,97
GRADSKEY02270,Student_2270,31,63,65,86,83,42
GRADSKEY02271,Student_2271,67,61,66,52,33,53
GRADSKEY02272,Student_2272,30,86,43,45,95,65
GRADSKEY02273,Student_2273,97,96,44,34,30,75
GRADSKEY02274,Student_2274,61,30,32,66,48,83
GRADSKEY02275,Student_2275,92,41,80,98,36,41
GRADSKEY02276,Student_2276,67,49,89,51,48,70
GRADSKEY02277,Student_2277,48,36,74,95,78,100
GRADSKEY02278,Student_2278,83,88,54,84,65,93
GRADSKEY02279,Student_2279,79,90,51,56,43,30
GRADSKEY02280,Student_2280,79,42,60,67,66,70
GRADSKEY02281,Student_2281,81,50,82,63,75,81
GRADSKEY02282,Student_2282,54,35,86,62,100,62
GRADSKEY02283,Student_2283,76,91,36,79,71,66
GRADSKEY02284,Student_2284,100,67,44,53,51,40
GRADSKEY02285,Student_2285,85,93,53,55,30,50
GRADSKEY02286,Student_2286,92,88,73,36,37,79
GRADSKEY02287,Student_2287,86,49,69,39,91,41
GRADSKEY02288,Student_2288,87,81,83,47,75,72
GRADSKEY02289,Student_2289,68,57,77,95,99,57
GRADSKEY02290,Student_2290,36,59,55,95,92,50
GRADSKEY02291,Student_2291,35,37,57,40,52,69
GRADSKEY02292,Student_2292,51,41,57,78,46,88
GRADSKEY02293,Student_2293,36,46,45,30,72,50
GRADSKEY02294,Student_2294,30,39,33,51,32,48
GRADSKEY02295,Student_2295,67,71,94,65,52,31
GRADSKEY02296,Student_2296,95,79,54,48,68,52
GRADSKEY02297,Student_2297,86,38,38,90,93,86
GRADSKEY02298,Student_2298,68,50,63,56,82,67
GRADSKEY02299,Student_2299,40,97,55,88,74,76
GRADSKEY02300,Student_2300,61,85,79,33,34,75
GRADSKEY02301,Student_2301,80,64,87,65,64,47
GRADSKEY02302,Student_2302,84,39,98,66,74,38
GRADSKEY02303,Student_2303,63,74,94,70,95,46
GRADSKEY02304,Student_2304,85,32,34,52,46,62
GRADSKEY02305,Student_2305,77,81,78,100,88,93
GRADSKEY02306,Student_2306,46,94,34,69,99,36
GRADSKEY02307,Student_2307,55,92,48,83,48,97
GRADSKEY02308,Student_2308,78,59,71,62,60,60
GRADSKEY02309,Student_2309,35,74,52,51,93,64
GRADSKEY02310,Student_2310,34,92,61,51,68,46
GRADSKEY02311,Student_2311,95,96,88,74,50,75
GRADSKEY02312,Student_2312,85,86,88,51,73,41
GRADSKEY02313,Student_2313,82,33,54,33,44,87
GRADSKEY02314,Student_2314,68,99,89,36,88,49
GRADSKEY02315,Student_2315,80,63,43,55,99,97
GRADSKEY02316,Student_2316,80,65,38,55,39,52
GRADSKEY02317,Student_2317,65,78,91,65,37,86
GRADSKEY02318,Student_2318,47,57,74,80,65,69
GRADSKEY02319,Student_2319,39,38,33,62,75,95
GRADSKEY02320,Student_2320,61,36,57,50,58,96
GRADSKEY02321,Student_2321,76,36,90,81,43,55
GRADSKEY02322,Student_2322,73,89,81,39,97,50
GRADSKEY02323,Student_2323,56,64,87,42,34,43
GRADSKEY02324,Student_2324,42,31,77,36,75,61
GRADSKEY02325,Student_2325,96,34,48,69,55,50
GRADSKEY02326,Student_2326,81,31,67,95,60,83
GRADSKEY02327,Student_2327,79,74,72,35,97,88
GRADSKEY02328,Student_2328,32,47,57,47,50,55
GRADSKEY02329,Student_2329,92,98,97,42,85,35
GRADSKEY02330,Student_2330,65,35,74,32,52,55
GRADSKEY02331,Student_2331,85,62,74,76,64,85
GRADSKEY02332,Student_2332,56,42,35,34,67,75
GRADSKEY02333,Student_2333,74,88,65,58,52,90
GRADSKEY02334,Student_2334,91,78,36,60,69,37
GRADSKEY02335,Student_2335,43,71,75,62,31,96
GRADSKEY02336,Student_2336,41,50,47,54,87,97
GRADSKEY02337,Student_2337,52,58,96,55,100,79
GRADSKEY02338,Student_2338,74,69,31,40,75,38
GRADSKEY02339,Student_2339,44,58,56,58,31,78
GRADSKEY02340,Student_2340,78,63,47,65,45,46
GRADSKEY02341,Student_2341,76,68,92,90,100,78
GRADSKEY02342,Student_2342,63,89,52,36,72,57
GRADSKEY02343,Student_2343,35,62,34,36,43,44
GRADSKEY02344,Student_2344,49,32,32,62,44,42
GRADSKEY02345,Student_2345,64,77,85,61,39,72
GRADSKEY02346,Student_2346,68,30,81,97,77,44
GRADSKEY02347,Student_2347,60,56,45,86,56,43
GRADSKEY02348,Student_2348,51,55,73,58,79,30
GRADSKEY02349,Student_2349,67,98,36,100,78,68
GRADSKEY02350,Student_2350,43,100,92,34,86,97
GRADSKEY02351,Student_2351,51,38,71,44,98,50
GRADSKEY02352,Student_2352,56,75,97,42,96,63
GRADSKEY02353,Student_2353,86,76,75,46,94,88
GRADSKEY02354,Student_2354,93,85,86,92,34,71
GRADSKEY02355,Student_2355,66,99,97,77,43,45
GRADSKEY02356,Student_2356,94,65,57,45,63,34
GRADSKEY02357,Student_2357,53,33,36,83,46,54
GRADSKEY02358,Student_2358,89,53,32,59,70,47
GRADSKEY02359,Student_2359,86,32,55,56,88,55
GRADSKEY02360,Student_2360,74,56,88,50,83,31
GRADSKEY02361,Student_2361,48,66,30,73,77,34
GRADSKEY02362,Student_2362,96,36,64,47,96,98
GRADSKEY02363,Student_2363,65,87,54,42,67,82
GRADSKEY02364,Student_2364,49,68,40,81,53,90
GRADSKEY02365,Student_2365,31,37,43,31,93,66
GRADSKEY02366,Student_2366,62,95,71,43,56,50
GRADSKEY02367,Student_2367,51,93,76,76,40,63
GRADSKEY02368,Student_2368,83,93,36,33,54,57
GRADSKEY02369,Student_2369,69,39,36,49,45,53
GRADSKEY02370,Student_2370,38,78,100,32,100,84
GRADSKEY02371,Student_2371,89,34,54,61,69,94
GRADSKEY02372,Student_2372,83,63,39,54,48,86
GRADSKEY02373,Student_2373,88,55,91,66,83,93
GRADSKEY02374,Student_2374,44,99,39,60,75,32
GRADSKEY02375,Student_2375,75,88,77,55,67,97
GRADSKEY02376,Student_2376,68,39,94,54,94,58
GRADSKEY02377,Student_2377,32,50,44,31,30,50
GRADSKEY02378,Student_2378,83,51,97,38,87,69
GRADSKEY02379,Student_2379,77,30,64,84,34,84
GRADSKEY02380,Student_2380,31,46,85,40,51,53
GRADSKEY02381,Student_2381,40,49,58,59,86,50
GRADSKEY02382,Student_2382,69,36,53,35,94,96
GRADSKEY02383,Student_2383,77,93,83,93,68,83
GRADSKEY02384,Student_2384,52,58,54,64,36,92
GRADSKEY02385,Student_2385,36,96,66,96,86,81
GRADSKEY02386,Student_2386,63,41,64,56,98,42
GRADSKEY02387,Student_2387,64,31,92,64,69,42
GRADSKEY02388,Student_2388,70,42,48,86,62,72
GRADSKEY02389,Student_2389,83,74,50,57,35,30
GRADSKEY02390,Student_2390,43,31,83,61,60,63
GRADSKEY02391,Student_2391,39,56,91,64,47,49
GRADSKEY02392,Student_2392,48,83,75,99,46,88
GRADSKEY02393,Student_2393,48,91,90,89,39,33
GRADSKEY02394,Student_2394,61,51,41,39,80,52
GRADSKEY02395,Student_2395,83,85,100,96,41,59
GRADSKEY02396,Student_2396,77,64,80,85,46,54
GRADSKEY02397,Student_2397,54,86,45,72,77,69
GRADSKEY02398,Student_2398,69,97,67,36,67,86
GRADSKEY02399,Student_2399,98,64,84,96,82,55
GRADSKEY02400,Student_2400,96,47,75,78,68,97
GRADSKEY02401,Student_2401,49,66,55,56,56,40
GRADSKEY02402,Student_2402,43,83,49,94,89,36
GRADSKEY02403,Student_2403,86,55,89,63,51,80
GRADSKEY02404,Student_2404,95,75,64,34,95,65
GRADSKEY02405,Student_2405,47,49,66,98,73,49
GRADSKEY02406,Student_2406,98,83,67,97,50,77
GRADSKEY02407,Student_2407,84,78,82,61,30,67
GRADSKEY02408,Student_2408,98,41,100,93,74,82
GRADSKEY02409,Student_2409,48,62,72,47,76,71
GRADSKEY02410,Student_2410,92,71,51,35,71,97
GRADSKEY02411,Student_2411,75,45,34,37,95,32
GRADSKEY02412,Student_2412,98,40,55,68,76,53
GRADSKEY02413,Student_2413,68,31,64,34,43,36
GRADSKEY02414,Student_2414,66,76,70,75,37,89
GRADSKEY02415,Student_2415,69,58,34,67,69,80
GRADSKEY02416,Student_2416,83,63,73,41,76,96
GRADSKEY02417,Student_2417,42,30,91,41,58,58
GRADSKEY02418,Student_2418,51,51,40,86,98,67
GRADSKEY02419,Student_2419,33,77,61,92,31,37
GRADSKEY02420,Student_2420,30,54,43,58,52,66
GRADSKEY02421,Student_2421,38,73,52,67,50,46
GRADSKEY02422,Student_2422,43,39,73,89,75,50
GRADSKEY02423,Student_2423,72,64,54,35,100,52
GRADSKEY02424,Student_2424,84,44,84,71,53,100
GRADSKEY02425,Student_2425,56,84,54,72,59,80
GRADSKEY02426,Student_2426,80,39,40,99,90,68
GRADSKEY02427,Student_2427,82,76,43,70,84,62
GRADSKEY02428,Student_2428,74,52,45,84,44,82
GRADSKEY02429,Student_2429,65,67,35,39,92,89
GRADSKEY02430,Student_2430,78,52,48,60,59,65
GRADSKEY02431,Student_2431,86,82,53,87,92,45
GRADSKEY02432,Student_2432,85,61,64,76,65,30
GRADSKEY02433,Student_2433,83,75,93,60,43,44
GRADSKEY02434,Student_2434,65,42,32,60,40,90
GRADSKEY02435,Student_2435,97,95,78,91,45,82
GRADSKEY02436,Student_2436,42,62,52,93,88,90
GRADSKEY02437,Student_2437,41,55,44,77,47,31
GRADSKEY02438,Student_2438,59,44,96,97,47,53
GRADSKEY02439,Student_2439,83,43,39,76,84,41
GRADSKEY02440,Student_2440,38,48,80,66,52,75
GRADSKEY02441,Student_2441,61,77,36,37,50,95
GRADSKEY02442,Student_2442,55,60,53,82,58,88
GRADSKEY02443,Student_2443,33,91,72,41,80,69
GRADSKEY02444,Student_2444,78,78,96,96,50,92
GRADSKEY02445,Student_2445,85,34,62,88,77,52
GRADSKEY02446,Student_2446,50,95,67,84,47,94
GRADSKEY02447,Student_2447,97,87,56,88,71,34
GRADSKEY02448,Student_2448,87,39,48,54,93,81
GRADSKEY02449,Student_2449,34,62,72,45,46,46
GRADSKEY02450,Student_2450,91,50,76,36,86,92
GRADSKEY02451,Student_2451,59,49,38,61,92,40
GRADSKEY02452,Student_2452,53,95,53,90,82,88
GRADSKEY02453,Student_2453,66,35,59,66,99,41
GRADSKEY02454,Student_2454,91,46,60,71,74,75
GRADSKEY02455,Student_2455,31,95,97,51,52,42
GRADSKEY02456,Student_2456,86,65,44,32,81,85
GRADSKEY02457,Student_2457,68,57,30,92,40,37
GRADSKEY02458,Student_2458,73,96,45,69,76,93
GRADSKEY02459,Student_2459,51,59,99,59,40,43
GRADSKEY02460,Student_2460,99,36,39,91,91,63
GRADSKEY02461,Student_2461,83,94,44,91,99,61
GRADSKEY02462,Student_2462,60,98,89,85,53,64
GRADSKEY02463,Student_2463,53,48,85,74,82,49
GRADSKEY02464,Student_2464,71,37,66,61,91,32
GRADSKEY02465,Student_2465,54,74,36,85,68,81
GRADSKEY02466,Student_2466,80,100,39,84,37,60
GRADSKEY02467,Student_2467,84,40,70,81,98,37
GRADSKEY02468,Student_2468,54,100,51,62,74,84
GRADSKEY02469,Student_2469,59,41,89,80,78,90
GRADSKEY02470,Student_2470,57,65,46,90,73,77
GRADSKEY02471,Student_2471,86,90,69,35,80,59
GRADSKEY02472,Student_2472,31,54,71,52,44,66
GRADSKEY02473,Student_2473,59,96,32,80,83,91
GRADSKEY02474,Student_2474,76,59,35,90,94,72
GRADSKEY02475,Student_2475,38,52,63,59,77,32
GRADSKEY02476,Student_2476,42,100,69,43,77,87
GRADSKEY02477,Student_2477,100,59,68,47,32,75
GRADSKEY02478,Student_2478,69,91,78,90,67,44
GRADSKEY02479,Student_2479,54,54,79,59,97,60
GRADSKEY02480,Student_2480,85,53,96,98,63,56
GRADSKEY02481,Student_2481,86,30,99,35,71,50
GRADSKEY02482,Student_2482,99,72,71,64,65,96
GRADSKEY02483,Student_2483,30,32,63,46,98,44
GRADSKEY02484,Student_2484,72,33,40,64,56,64
GRADSKEY02485,Student_2485,44,31,31,39,42,62
GRADSKEY02486,Student_2486,83,88,75,57,58,53
GRADSKEY02487,Student_2487,82,56,45,34,90,31
GRADSKEY02488,Student_2488,72,31,85,34,50,41
GRADSKEY02489,Student_2489,62,90,66,99,34,64
GRADSKEY02490,Student_2490,53,31,66,60,66,41
GRADSKEY02491,Student_2491,41,59,100,87,84,71
GRADSKEY02492,Student_2492,91,46,61,91,91,81
GRADSKEY02493,Student_2493,67,44,53,39,85,41
GRADSKEY02494,Student_2494,56,94,32,66,50,72
GRADSKEY02495,Student_2495,73,62,80,77,96,91
GRADSKEY02496,Student_2496,98,41,47,35,86,58
GRADSKEY02497,Student_2497,60,81,37,35,98,84
GRADSKEY02498,Student_2498,100,62,56,71,46,96
GRADSKEY02499,Student_2499,90,31,97,68,61,39
GRADSKEY02500,Student_2500,62,40,68,69,95,56
GRADSKEY02501,Student_2501,92,79,79,80,89,44
GRADSKEY02502,Student_2502,74,69,61,30,75,87
GRADSKEY02503,Student_2503,45,58,56,100,35,66
GRADSKEY02504,Student_2504,51,88,81,49,66,53
GRADSKEY02505,Student_2505,52,100,100,68,30,60
GRADSKEY02506,Student_2506,87,92,50,52,80,92
GRADSKEY02507,Student_2507,37,60,42,49,76,31
GRADSKEY02508,Student_2508,59,60,70,53,44,68
GRADSKEY02509,Student_2509,31,57,99,33,52,54
GRADSKEY02510,Student_2510,74,65,51,100,92,77
GRADSKEY02511,Student_2511,58,57,72,36,59,30
GRADSKEY02512,Student_2512,70,33,98,34,44,33
GRADSKEY02513,Student_2513,72,41,41,94,32,94
GRADSKEY02514,Student_2514,79,72,45,47,84,61
GRADSKEY02515,Student_2515,97,66,52,83,55,59
GRADSKEY02516,Student_2516,60,82,73,74,79,96
GRADSKEY02517,Student_2517,43,70,35,31,77,91
GRADSKEY02518,Student_2518,81,49,38,95,77,58
GRADSKEY02519,Student_2519,97,56,95,64,58,87
GRADSKEY02520,Student_2520,62,93,33,61,73,51
GRADSKEY02521,Student_2521,62,74,85,73,96,88
GRADSKEY02522,Student_2522,47,52,85,70,56,52
GRADSKEY02523,Student_2523,30,72,32,91,71,73
GRADSKEY02524,Student_2524,32,68,58,69,37,96
GRADSKEY02525,Student_2525,75,91,58,45,87,100
GRADSKEY02526,Student_2526,60,64,85,85,56,65
GRADSKEY02527,Student_2527,49,91,60,46,85,30
GRADSKEY02528,Student_2528,34,75,48,38,59,75
GRADSKEY02529,Student_2529,70,60,46,31,66,52
GRADSKEY02530,Student_2530,81,95,81,98,37,75
GRADSKEY02531,Student_2531,45,61,80,38,70,70
GRADSKEY02532,Student_2532,97,70,84,86,87,60
GRADSKEY02533,Student_2533,38,83,94,56,76,85
GRADSKEY02534,Student_2534,70,55,98,61,53,84
GRADSKEY02535,Student_2535,61,68,85,82,57,79
GRADSKEY02536,Student_2536,60,68,37,38,52,85
GRADSKEY02537,Student_2537,72,64,71,55,96,66
GRADSKEY02538,Student_2538,31,92,39,83,57,85
GRADSKEY02539,Student_2539,63,46,89,74,47,59
GRADSKEY02540,Student_2540,100,99,82,62,41,54
GRADSKEY02541,Student_2541,46,65,51,75,52,60
GRADSKEY02542,Student_2542,78,39,88,41,64,76
GRADSKEY02543,Student_2543,48,69,68,51,91,63
GRADSKEY02544,Student_2544,79,37,67,78,48,76
GRADSKEY02545,Student_2545,64,63,42,100,72,44
GRADSKEY02546,Student_2546,33,45,55,97,97,33
GRADSKEY02547,Student_2547,60,37,78,70,94,76
GRADSKEY02548,Student_2548,92,72,100,33,90,81
GRADSKEY02549,Student_2549,99,83,66,86,71,90
GRADSKEY02550,Student_2550,46,81,94,73,96,92
GRADSKEY02551,Student_2551,54,78,77,52,81,43
GRADSKEY02552,Student_2552,30,74,95,57,83,86
GRADSKEY02553,Student_2553,71,74,36,81,50,78
GRADSKEY02554,Student_2554,64,96,48,48,52,98
GRADSKEY02555,Student_2555,97,80,30,83,75,77
GRADSKEY02556,Student_2556,62,97,66,99,55,83
GRADSKEY02557,Student_2557,90,63,59,89,43,98
GRADSKEY02558,Student_2558,85,53,38,97,76,32
GRADSKEY02559,Student_2559,55,58,77,38,90,30
GRADSKEY02560,Student_2560,93,37,78,78,61,74
GRADSKEY02561,Student_2561,90,64,93,100,89,75
GRADSKEY02562,Student_2562,84,58,68,91,47,99
GRADSKEY02563,Student_2563,85,37,35,82,48,80
GRADSKEY02564,Student_2564,78,81,95,33,30,45
GRADSKEY02565,Student_2565,39,72,46,49,31,76
GRADSKEY02566,Student_2566,64,38,50,80,96,83
GRADSKEY02567,Student_2567,31,96,67,92,66,39
GRADSKEY02568,Student_2568,64,96,62,53,94,87
GRADSKEY02569,Student_2569,57,71,85,100,65,59
GRADSKEY02570,Student_2570,53,73,89,73,34,74
GRADSKEY02571,Student_2571,36,73,99,59,97,43
GRADSKEY02572,Student_2572,44,70,80,98,76,49
GRADSKEY02573,Student_2573,88,94,71,64,89,50
GRADSKEY02574,Student_2574,34,68,42,79,33,47
GRADSKEY02575,Student_2575,49,79,96,67,51,48
GRADSKEY02576,Student_2576,65,30,79,95,36,57
GRADSKEY02577,Student_2577,42,40,54,34,37,46
GRADSKEY02578,Student_2578,69,49,77,90,84,76
GRADSKEY02579,Student_2579,93,78,31,85,96,61
GRADSKEY02580,Student_2580,91,83,44,66,69,50
GRADSKEY02581,Student_2581,83,70,66,54,71,66
GRADSKEY02582,Student_2582,93,54,90,94,84,87
GRADSKEY02583,Student_2583,55,75,74,38,72,84
GRADSKEY02584,Student_2584,93,96,65,81,58,95
GRADSKEY02585,Student_2585,98,67,64,45,39,84
GRADSKEY02586,Student_2586,82,87,79,39,96,62
GRADSKEY02587,Student_2587,85,66,61,59,85,58
GRADSKEY02588,Student_2588,69,44,91,40,42,63
GRADSKEY02589,Student_2589,56,30,37,49,82,89
GRADSKEY02590,Student_2590,32,52,79,59,70,88
GRADSKEY02591,Student_2591,41,89,92,32,39,48
GRADSKEY02592,Student_2592,78,40,56,46,53,47
GRADSKEY02593,Student_2593,59,52,52,51,91,63
GRADSKEY02594,Student_2594,99,90,75,51,62,81
GRADSKEY02595,Student_2595,89,84,37,88,49,65
GRADSKEY02596,Student_2596,37,33,43,79,66,92
GRADSKEY02597,Student_2597,83,58,74,34,81,48
GRADSKEY02598,Student_2598,50,99,43,95,81,77
GRADSKEY02599,Student_2599,74,73,70,88,73,67
GRADSKEY02600,Student_2600,95,46,53,35,41,76
GRADSKEY02601,Student_2601,98,48,33,34,64,59
GRADSKEY02602,Student_2602,87,35,46,48,43,97
GRADSKEY02603,Student_2603,73,93,94,42,57,48
GRADSKEY02604,Student_2604,92,71,66,66,100,42
GRADSKEY02605,Student_2605,91,88,35,45,42,50
GRADSKEY02606,Student_2606,85,77,38,86,64,42
GRADSKEY02607,Student_2607,41,84,59,80,40,31
GRADSKEY02608,Student_2608,33,52,72,48,66,55
GRADSKEY02609,Student_2609,59,74,99,94,76,77
GRADSKEY02610,Student_2610,98,100,45,98,34,82
GRADSKEY02611,Student_2611,37,45,40,49,55,30
GRADSKEY02612,Student_2612,48,63,33,34,49,95
GRADSKEY02613,Student_2613,48,86,85,95,32,41
GRADSKEY02614,Student_2614,44,85,33,79,90,53
GRADSKEY02615,Student_2615,100,79,37,51,60,90
GRADSKEY02616,Student_2616,98,50,44,59,38,80
GRADSKEY02617,Student_2617,40,72,98,65,84,98
GRADSKEY02618,Student_2618,93,65,82,45,93,52
GRADSKEY02619,Student_2619,81,44,89,40,39,31
GRADSKEY02620,Student_2620,33,89,32,39,94,100
GRADSKEY02621,Student_2621,48,97,61,39,47,40
GRADSKEY02622,Student_2622,100,62,80,95,35,95
GRADSKEY02623,Student_2623,77,54,46,66,85,56
GRADSKEY02624,Student_2624,51,100,47,45,35,33
GRADSKEY02625,Student_2625,44,57,64,53,80,83
GRADSKEY02626,Student_2626,65,77,88,76,67,36
GRADSKEY02627,Student_2627,68,31,82,92,82,65
GRADSKEY02628,Student_2628,92,97,69,71,90,33
GRADSKEY02629,Student_2629,87,95,85,76,100,44
GRADSKEY02630,Student_2630,75,65,86,83,67,57
GRADSKEY02631,Student_2631,85,86,91,96,91,58
GRADSKEY02632,Student_2632,71,40,73,56,50,35
GRADSKEY02633,Student_2633,30,35,59,45,67,48
GRADSKEY02634,Student_2634,71,84,60,31,50,33
GRADSKEY02635,Student_2635,78,50,99,85,78,91
GRADSKEY02636,Student_2636,41,35,74,84,84,87
GRADSKEY02637,Student_2637,66,95,53,89,92,58
GRADSKEY02638,Student_2638,61,84,35,67,73,68
GRADSKEY02639,Student_2639,40,77,63,31,84,48
GRADSKEY02640,Student_2640,52,33,71,48,63,39
GRADSKEY02641,Student_2641,76,71,32,35,30,91
GRADSKEY02642,Student_2642,39,88,52,68,100,43
GRADSKEY02643,Student_2643,62,36,37,98,70,32
GRADSKEY02644,Student_2644,64,98,85,44,76,52
GRADSKEY02645,Student_2645,47,39,82,37,53,37
GRADSKEY02646,Student_2646,32,43,58,33,96,63
GRADSKEY02647,Student_2647,53,50,30,44,31,80
GRADSKEY02648,Student_2648,32,58,35,95,90,62
GRADSKEY02649,Student_2649,59,61,30,94,81,86
GRADSKEY02650,Student_2650,37,32,44,97,34,52
GRADSKEY02651,Student_2651,46,48,36,94,49,37
GRADSKEY02652,Student_2652,47,35,85,92,49,100
GRADSKEY02653,Student_2653,56,72,96,36,58,34
GRADSKEY02654,Student_2654,89,37,80,81,66,72
GRADSKEY02655,Student_2655,72,32,39,81,35,89
GRADSKEY02656,Student_2656,85,85,94,67,51,39
GRADSKEY02657,Student_2657,61,78,81,87,44,37
GRADSKEY02658,Student_2658,42,89,99,47,36,77
GRADSKEY02659,Student_2659,71,68,70,65,75,39
GRADSKEY02660,Student_2660,46,35,75,95,62,94
GRADSKEY02661,Student_2661,48,69,86,53,54,83
GRADSKEY02662,Student_2662,97,67,58,51,39,55
GRADSKEY02663,Student_2663,36,47,76,76,70,74
GRADSKEY02664,Student_2664,55,74,88,42,52,31
GRADSKEY02665,Student_2665,46,40,59,78,76,47
GRADSKEY02666,Student_2666,78,30,65,95,93,88
GRADSKEY02667,Student_2667,60,47,76,65,65,100
GRADSKEY02668,Student_2668,31,68,99,81,94,86
GRADSKEY02669,Student_2669,88,100,87,72,47,69
GRADSKEY02670,Student_2670,98,45,99,81,36,38
GRADSKEY02671,Student_2671,41,84,58,96,95,38
GRADSKEY02672,Student_2672,39,76,45,92,58,52
GRADSKEY02673,Student_2673,62,48,66,60,65,72
GRADSKEY02674,Student_2674,48,45,56,90,37,37
GRADSKEY02675,Student_2675,82,49,59,72,64,44
GRADSKEY02676,Student_2676,57,57,62,91,66,44
GRADSKEY02677,Student_2677,74,74,77,86,88,71
GRADSKEY02678,Student_2678,33,52,48,56,86,45
GRADSKEY02679,Student_2679,32,71,45,82,88,93
GRADSKEY02680,Student_2680,46,38,32,68,59,82
GRADSKEY02681,Student_2681,71,71,96,43,83,100
GRADSKEY02682,Student_2682,54,59,47,98,44,74
GRADSKEY02683,Student_2683,70,68,47,59,39,31
GRADSKEY02684,Student_2684,59,49,97,67,75,40
GRADSKEY02685,Student_2685,62,84,44,84,63,68
GRADSKEY02686,Student_2686,98,45,44,78,58,92
GRADSKEY02687,Student_2687,86,76,56,37,64,45
GRADSKEY02688,Student_2688,58,37,71,88,84,52
GRADSKEY02689,Student_2689,66,98,63,39,92,68
GRADSKEY02690,Student_2690,87,67,32,45,81,52
GRADSKEY02691,Student_2691,55,99,50,60,46,40
GRADSKEY02692,Student_2692,78,83,68,31,57,93
GRADSKEY02693,Student_2693,58,77,81,72,84,93
GRADSKEY02694,Student_2694,58,65,100,80,83,37
GRADSKEY02695,Student_2695,41,42,69,61,93,97
GRADSKEY02696,Student_2696,72,82,66,60,34,71
GRADSKEY02697,Student_2697,64,38,31,92,87,33
GRADSKEY02698,Student_2698,39,74,73,56,46,43
GRADSKEY02699,Student_2699,80,43,88,91,35,68
GRADSKEY02700,Student_2700,30,49,62,73,63,75
GRADSKEY02701,Student_2701,63,30,74,98,33,80
GRADSKEY02702,Student_2702,77,45,91,88,47,58
GRADSKEY02703,Student_2703,38,75,47,77,91,82
GRADSKEY02704,Student_2704,91,53,83,89,87,89
GRADSKEY02705,Student_2705,80,100,72,55,38,79
GRADSKEY02706,Student_2706,90,70,59,59,52,35
GRADSKEY02707,Student_2707,91,46,68,31,91,63
GRADSKEY02708,Student_2708,77,44,46,56,38,79
GRADSKEY02709,Student_2709,80,76,91,40,95,41
GRADSKEY02710,Student_2710,94,71,68,57,41,96
GRADSKEY02711,Student_2711,53,36,93,95,31,65
GRADSKEY02712,Student_2712,78,41,87,68,60,38
GRADSKEY02713,Student_2713,37,73,100,41,97,38
GRADSKEY02714,Student_2714,99,80,46,76,61,60
GRADSKEY02715,Student_2715,66,84,35,36,86,59
GRADSKEY02716,Student_2716,79,85,83,84,34,31
GRADSKEY02717,Student_2717,92,48,36,37,50,63
GRADSKEY02718,Student_2718,56,74,46,87,55,71
GRADSKEY02719,Student_2719,40,61,67,62,88,39
GRADSKEY02720,Student_2720,76,86,83,76,57,67
GRADSKEY02721,Student_2721,31,48,46,33,82,89
GRADSKEY02722,Student_2722,79,96,75,54,95,48
GRADSKEY02723,Student_2723,85,40,36,43,82,74
GRADSKEY02724,Student_2724,71,35,94,65,57,88
GRADSKEY02725,Student_2725,39,79,76,34,37,60
GRADSKEY02726,Student_2726,31,93,33,83,84,42
GRADSKEY02727,Student_2727,51,37,100,37,41,49
GRADSKEY02728,Student_2728,54,70,80,33,35,43
GRADSKEY02729,Student_2729,93,56,82,97,90,30
GRADSKEY02730,Student_2730,55,50,68,100,79,59
GRADSKEY02731,Student_2731,97,30,51,74,73,57
GRADSKEY02732,Student_2732,89,50,63,44,53,96
GRADSKEY02733,Student_2733,42,88,66,55,62,64
GRADSKEY02734,Student_2734,80,68,89,47,85,51
GRADSKEY02735,Student_2735,69,96,99,43,66,84
GRADSKEY02736,Student_2736,30,59,55,45,36,46
GRADSKEY02737,Student_2737,59,47,95,80,43,70
GRADSKEY02738,Student_2738,34,48,35,63,91,43
GRADSKEY02739,Student_2739,32,41,48,62,85,61
GRADSKEY02740,Student_2740,42,85,34,76,59,31
GRADSKEY02741,Student_2741,94,48,60,77,57,61
GRADSKEY02742,Student_2742,84,100,53,82,65,79
GRADSKEY02743,Student_2743,82,76,64,75,82,46
GRADSKEY02744,Student_2744,44,33,91,43,61,86
GRADSKEY02745,Student_2745,30,84,81,62,32,58
GRADSKEY02746,Student_2746,85,44,44,70,66,46
GRADSKEY02747,Student_2747,90,84,70,43,65,75
GRADSKEY02748,Student_2748,78,37,56,88,82,36
GRADSKEY02749,Student_2749,86,91,32,36,64,42
GRADSKEY02750,Student_2750,43,96,47,98,100,54
GRADSKEY02751,Student_2751,67,32,47,52,38,35
GRADSKEY02752,Student_2752,69,82,48,35,57,37
GRADSKEY02753,Student_2753,95,84,92,81,86,34
GRADSKEY02754,Student_2754,31,43,66,89,51,68
